ID,u,v,key,osmid,highway,name,oneway,reversed,length,geometry,lanes,maxspeed,ref,bridge,tunnel,junction,access,width,service,u_x,u_y,v_x,v_y,u_point,v_point,risk
10,414685256,8477568358,0,37398503,tertiary,광성로,FALSE,TRUE,25.61937683,"LINESTRING (126.9329604 37.5500071, 126.933251 37.5500054)",,,,,,,,,,126.9329604,37.5500071,126.933251,37.5500054,POINT (126.9329604 37.5500071),POINT (126.933251 37.5500054),0.385473426
11,414685256,8477568355,0,515842282,secondary,창전로,FALSE,FALSE,10.96002535,"LINESTRING (126.9329604 37.5500071, 126.9329711 37.5501053)",,,,,,,,,,126.9329604,37.5500071,126.9329711,37.5501053,POINT (126.9329604 37.5500071),POINT (126.9329711 37.5501053),0.659658473
12,414685256,8477574118,0,515842289,secondary,창전로,FALSE,TRUE,25.06637735,"LINESTRING (126.9329604 37.5500071, 126.9329263 37.5497833)",,,,,,,,,,126.9329604,37.5500071,126.9329263,37.5497833,POINT (126.9329604 37.5500071),POINT (126.9329263 37.5497833),0.881223926
13,414685371,436854118,0,333580691,secondary,청파로,FALSE,FALSE,18.94031625,"LINESTRING (126.9675374 37.5614201, 126.9674427 37.561573)",,,,,,,,,,126.9675374,37.5614201,126.9674427,37.561573,POINT (126.9675374 37.5614201),POINT (126.9674427 37.561573),0.711293095
14,414685371,9808098151,0,218923167,secondary,청파로,FALSE,FALSE,52.60320976,"LINESTRING (126.9675374 37.5614201, 126.9675714 37.5613392, 126.9677261 37.5609713)",,,,,,,,,,126.9675374,37.5614201,126.9677261,37.5609713,POINT (126.9675374 37.5614201),POINT (126.9677261 37.5609713),0.565520523
15,414685371,4223315309,0,333580689,secondary,서소문로,TRUE,FALSE,53.79820312,"LINESTRING (126.9675374 37.5614201, 126.9676445 37.5614418, 126.9681288 37.5615397)",,,,,,,,,,126.9675374,37.5614201,126.9681288,37.5615397,POINT (126.9675374 37.5614201),POINT (126.9681288 37.5615397),0.49017735
16,436689812,3991035411,0,317903516,residential,마포대로,FALSE,FALSE,16.58761158,"LINESTRING (126.9531787 37.5469777, 126.9533341 37.5468936)",,,,,,,,,,126.9531787,37.5469777,126.9533341,37.5468936,POINT (126.9531787 37.5469777),POINT (126.9533341 37.5468936),0.745645235
17,436689812,2451940665,0,317903516,residential,마포대로,FALSE,TRUE,58.65802809,"LINESTRING (126.9531787 37.5469777, 126.9526176 37.5472612)",,,,,,,,,,126.9531787,37.5469777,126.9526176,37.5472612,POINT (126.9531787 37.5469777),POINT (126.9526176 37.5472612),0.395199015
18,436689812,3242365290,0,515839513,primary,마포대로,TRUE,FALSE,71.83345059,"LINESTRING (126.9531787 37.5469777, 126.952788 37.5464108)",,,,,,,,,,126.9531787,37.5469777,126.952788,37.5464108,POINT (126.9531787 37.5469777),POINT (126.952788 37.5464108),0.858243753
19,436718687,11689066396,0,1085285459,primary,신촌로,TRUE,FALSE,5.087776871,"LINESTRING (126.9369374 37.5550893, 126.936995 37.5550864)",,,6,,,,,,,126.9369374,37.5550893,126.936995,37.5550864,POINT (126.9369374 37.5550893),POINT (126.936995 37.5550864),0.91294452
20,436718687,11080341314,0,1085285460,primary,서강로,TRUE,FALSE,8.042099436,"LINESTRING (126.9369374 37.5550893, 126.9368554 37.5550576)",,,,,,,,,,126.9369374,37.5550893,126.9368554,37.5550576,POINT (126.9369374 37.5550893),POINT (126.9368554 37.5550576),0.17173671
21,436718687,9944466192,0,1085285461,secondary,백범로,TRUE,FALSE,25.72924565,"LINESTRING (126.9369374 37.5550893, 126.9369141 37.5551472, 126.9368764 37.555199, 126.9368479 37.5552331, 126.9368113 37.5552601, 126.9367767 37.5552729)",,,,,,,,,,126.9369374,37.5550893,126.9367767,37.5552729,POINT (126.9369374 37.5550893),POINT (126.9367767 37.5552729),0.593735638
22,436718711,8478367052,0,515561244,primary,신촌로,TRUE,FALSE,30.05987467,"LINESTRING (126.9561831 37.5573367, 126.9565241 37.5573389)",,,6,,,,,,,126.9561831,37.5573367,126.9565241,37.5573389,POINT (126.9561831 37.5573367),POINT (126.9565241 37.5573389),0.122086354
23,436718711,11689066418,0,515561253,residential,굴레방로,FALSE,FALSE,4.946933316,"LINESTRING (126.9561831 37.5573367, 126.9561922 37.5573806)",,,,,,,,,,126.9561831,37.5573367,126.9561922,37.5573806,POINT (126.9561831 37.5573367),POINT (126.9561922 37.5573806),0.578399036
24,436718711,436825413,0,515830273,tertiary,굴레방로,FALSE,TRUE,27.23111865,"LINESTRING (126.9561831 37.5573367, 126.9561112 37.5571832, 126.956067 37.55711)",,,,,,,,,,126.9561831,37.5573367,126.956067,37.55711,POINT (126.9561831 37.5573367),POINT (126.956067 37.55711),0.852198959
25,436805774,2451940711,0,37398503,tertiary,광성로,FALSE,FALSE,44.84321204,"LINESTRING (126.9384187 37.5498486, 126.9383484 37.5498132, 126.9382151 37.5497652, 126.9380884 37.5497181, 126.9379999 37.5497063, 126.9379506 37.5497059)",,,,,,,,,,126.9384187,37.5498486,126.9379506,37.5497059,POINT (126.9384187 37.5498486),POINT (126.9379506 37.5497059),0.965220822
26,436805774,9946440068,0,1085501332,secondary,백범로,TRUE,FALSE,93.22757425,"LINESTRING (126.9384187 37.5498486, 126.9385564 37.5496275, 126.9386834 37.5494704, 126.9387801 37.5493767, 126.9389053 37.5492772, 126.9390428 37.5491837)",,,,,,,,,,126.9384187,37.5498486,126.9390428,37.5491837,POINT (126.9384187 37.5498486),POINT (126.9390428 37.5491837),0.64559351
27,436805789,4591716533,0,37397731,tertiary,신수로,FALSE,FALSE,37.00128812,"LINESTRING (126.9358022 37.5499254, 126.9360732 37.5501795)",,,,,,,,,,126.9358022,37.5499254,126.9360732,37.5501795,POINT (126.9358022 37.5499254),POINT (126.9360732 37.5501795),0.538620707
28,436805789,5293251538,0,37397731,tertiary,신수로,FALSE,TRUE,78.04813965,"LINESTRING (126.9358022 37.5499254, 126.9351889 37.5494192)",,,,,,,,,,126.9358022,37.5499254,126.9351889,37.5494192,POINT (126.9358022 37.5499254),POINT (126.9351889 37.5494192),0.679330444
29,436805789,2690977357,0,37398503,tertiary,광성로,FALSE,FALSE,137.7008339,"LINESTRING (126.9358022 37.5499254, 126.9342419 37.5499828)",,,,,,,,,,126.9358022,37.5499254,126.9342419,37.5499828,POINT (126.9358022 37.5499254),POINT (126.9342419 37.5499828),0.297712978
30,436805789,5104926219,0,37398503,tertiary,광성로,FALSE,TRUE,116.9215169,"LINESTRING (126.9358022 37.5499254, 126.9365674 37.5498633, 126.9367795 37.5498462, 126.9371216 37.5498185)",,,,,,,,,,126.9358022,37.5499254,126.9371216,37.5498185,POINT (126.9358022 37.5499254),POINT (126.9371216 37.5498185),0.82671222
31,436825400,436825402,0,515830273,tertiary,굴레방로,FALSE,FALSE,72.53391914,"LINESTRING (126.9571564 37.5546125, 126.9563929 37.5548557)",,,,,,,,,,126.9571564,37.5546125,126.9563929,37.5548557,POINT (126.9571564 37.5546125),POINT (126.9563929 37.5548557),0.745126442
32,436825400,3991035409,0,37399479,residential,굴레방로,FALSE,TRUE,20.11648634,"LINESTRING (126.9571564 37.5546125, 126.9572246 37.5545895, 126.9572725 37.5545734, 126.9573664 37.5545417)",,,,,,,,,,126.9571564,37.5546125,126.9573664,37.5545417,POINT (126.9571564 37.5546125),POINT (126.9573664 37.5545417),0.740581212
33,436825400,2451940759,0,515830266,primary,마포대로,TRUE,FALSE,168.9501265,"LINESTRING (126.9571564 37.5546125, 126.9566221 37.5535009, 126.9564776 37.5531916)",3,,,,,,,,,126.9571564,37.5546125,126.9564776,37.5531916,POINT (126.9571564 37.5546125),POINT (126.9564776 37.5531916),0.027143111
34,436825402,436825400,0,515830273,tertiary,굴레방로,FALSE,TRUE,72.53391914,"LINESTRING (126.9563929 37.5548557, 126.9571564 37.5546125)",,,,,,,,,,126.9563929,37.5548557,126.9571564,37.5546125,POINT (126.9563929 37.5548557),POINT (126.9571564 37.5546125),0.817411763
35,436825402,436825406,0,515830273,tertiary,굴레방로,FALSE,FALSE,99.18960628,"LINESTRING (126.9563929 37.5548557, 126.956112 37.5550093, 126.95596 37.55517, 126.9558226 37.5555763)",,,,,,,,,,126.9563929,37.5548557,126.9558226,37.5555763,POINT (126.9563929 37.5548557),POINT (126.9558226 37.5555763),0.756649158
36,436825402,2451940799,0,912703616,residential,,FALSE,FALSE,89.21473191,"LINESTRING (126.9563929 37.5548557, 126.9563127 37.5547208, 126.9561678 37.5546315, 126.9557735 37.5546188, 126.9555278 37.5546139)",,,,,,,,,,126.9563929,37.5548557,126.9555278,37.5546139,POINT (126.9563929 37.5548557),POINT (126.9555278 37.5546139),0.120575074
37,436825402,8383159996,0,1390364598,residential,,FALSE,TRUE,177.0994203,"LINESTRING (126.9563929 37.5548557, 126.9564133 37.5547128, 126.9565395 37.5546853, 126.956601 37.5546403, 126.9566404 37.554574, 126.9566388 37.554464, 126.9565852 37.5543552, 126.9565095 37.554294, 126.9564464 37.5542177, 126.9564117 37.554159, 126.9563834 37.5541015, 126.9563707 37.5540802, 126.9563613 37.5540552, 126.9555794 37.5541391)",,,,,,,,,,126.9563929,37.5548557,126.9555794,37.5541391,POINT (126.9563929 37.5548557),POINT (126.9555794 37.5541391),0.71339359
38,436825406,2451940825,0,515830273,tertiary,굴레방로,FALSE,FALSE,87.71785383,"LINESTRING (126.9558226 37.5555763, 126.9555772 37.5563408)",,,,,,,,,,126.9558226,37.5555763,126.9555772,37.5563408,POINT (126.9558226 37.5555763),POINT (126.9555772 37.5563408),0.084788421
39,436825406,2329648890,0,777663886,residential,굴레방로5길,FALSE,TRUE,49.16784243,"LINESTRING (126.9558226 37.5555763, 126.9553417 37.5553523)",,,,,,,,,,126.9558226,37.5555763,126.9553417,37.5553523,POINT (126.9558226 37.5555763),POINT (126.9553417 37.5553523),0.043348075
40,436825406,436825402,0,515830273,tertiary,굴레방로,FALSE,TRUE,99.18960628,"LINESTRING (126.9558226 37.5555763, 126.95596 37.55517, 126.956112 37.5550093, 126.9563929 37.5548557)",,,,,,,,,,126.9558226,37.5555763,126.9563929,37.5548557,POINT (126.9558226 37.5555763),POINT (126.9563929 37.5548557),0.978733728
41,436825408,4591461862,0,463953210,residential,굴레방로,FALSE,TRUE,68.62725012,"LINESTRING (126.95557 37.55658, 126.9553915 37.5566776, 126.9549752 37.5566748, 126.9548571 37.5566076)",,,,,,,,,,126.95557,37.55658,126.9548571,37.5566076,POINT (126.95557 37.55658),POINT (126.9548571 37.5566076),0.976678789
42,436825408,2329648814,0,515830273,tertiary,굴레방로,FALSE,FALSE,38.46809519,"LINESTRING (126.95557 37.55658, 126.9556668 37.556727, 126.9558004 37.5568727)",,,,,,,,,,126.95557,37.55658,126.9558004,37.5568727,POINT (126.95557 37.55658),POINT (126.9558004 37.5568727),0.043490933
43,436825408,2451940825,0,515830273,tertiary,굴레방로,FALSE,TRUE,26.97647045,"LINESTRING (126.95557 37.55658, 126.95555 37.55643, 126.9555772 37.5563408)",,,,,,,,,,126.95557,37.55658,126.9555772,37.5563408,POINT (126.95557 37.55658),POINT (126.9555772 37.5563408),0.752135155
44,436825413,2329648814,0,515830273,tertiary,굴레방로,FALSE,TRUE,35.33460947,"LINESTRING (126.956067 37.55711, 126.9558004 37.5568727)",,,,,,,,,,126.956067,37.55711,126.9558004,37.5568727,POINT (126.956067 37.55711),POINT (126.9558004 37.5568727),0.296958864
45,436825413,436718711,0,515830273,tertiary,굴레방로,FALSE,FALSE,27.23111865,"LINESTRING (126.956067 37.55711, 126.9561112 37.5571832, 126.9561831 37.5573367)",,,,,,,,,,126.956067,37.55711,126.9561831,37.5573367,POINT (126.956067 37.55711),POINT (126.9561831 37.5573367),0.698849514
46,436825413,8478367052,0,912683753,primary_link,,TRUE,FALSE,47.85915025,"LINESTRING (126.956067 37.55711, 126.9562402 37.5571746, 126.9563475 37.5572384, 126.9565241 37.5573389)",,,,,,,,,,126.956067,37.55711,126.9565241,37.5573389,POINT (126.956067 37.55711),POINT (126.9565241 37.5573389),0.357041861
47,436828298,3868066598,0,37397731,tertiary,신수로,FALSE,FALSE,23.91806251,"LINESTRING (126.9343 37.54697, 126.9343 37.5471851)",,,,,,,,,,126.9343,37.54697,126.9343,37.5471851,POINT (126.9343 37.54697),POINT (126.9343 37.5471851),0.779935531
48,436828298,3868066424,0,37397731,tertiary,신수로,FALSE,TRUE,164.9656988,"LINESTRING (126.9343 37.54697, 126.9342529 37.5454869)",,,,,,,,,,126.9343,37.54697,126.9342529,37.5454869,POINT (126.9343 37.54697),POINT (126.9342529 37.5454869),0.76234897
49,436828298,3868066587,0,383522438,residential,신수로,FALSE,TRUE,29.7777415,"LINESTRING (126.9343 37.54697, 126.9339623 37.5469752)",,,,,,,,,,126.9343,37.54697,126.9339623,37.5469752,POINT (126.9343 37.54697),POINT (126.9339623 37.5469752),0.086032323
50,436828299,4591663326,0,37397731,tertiary,신수로,FALSE,FALSE,102.6720093,"LINESTRING (126.9342999 37.547408, 126.9343047 37.5475171, 126.9343401 37.5483308)",,,,,,,,,,126.9342999,37.547408,126.9343401,37.5483308,POINT (126.9342999 37.547408),POINT (126.9343401 37.5483308),0.524194924
51,436828299,3868066598,0,37397731,tertiary,신수로,FALSE,TRUE,24.78538691,"LINESTRING (126.9342999 37.547408, 126.9343 37.5472809, 126.9343 37.5471851)",,,,,,,,,,126.9342999,37.547408,126.9343,37.5471851,POINT (126.9342999 37.547408),POINT (126.9343 37.5471851),0.900308472
52,436828299,4591679942,0,515842288,secondary,독막로,FALSE,FALSE,45.57823401,"LINESTRING (126.9342999 37.547408, 126.9344831 37.5474031, 126.9348166 37.5473943)",,,,,,,,,,126.9342999,37.547408,126.9348166,37.5473943,POINT (126.9342999 37.547408),POINT (126.9348166 37.5473943),0.130497369
53,436828299,3868066618,0,515842288,secondary,독막로,FALSE,TRUE,42.67600986,"LINESTRING (126.9342999 37.547408, 126.9341305 37.5474124, 126.9338161 37.5474208)",,,,,,,,,,126.9342999,37.547408,126.9338161,37.5474208,POINT (126.9342999 37.547408),POINT (126.9338161 37.5474208),0.52511523
54,436835420,9987494196,0,1090392343,secondary,대흥로,FALSE,TRUE,9.194930805,"LINESTRING (126.941883 37.5478347, 126.941951 37.5478974)",,,,,,,,,,126.941883,37.5478347,126.941951,37.5478974,POINT (126.941883 37.5478347),POINT (126.941951 37.5478974),0.09159058
55,436835420,3867929946,0,220067987,secondary,대흥로,FALSE,TRUE,44.39218673,"LINESTRING (126.941883 37.5478347, 126.9417299 37.5476752, 126.9415761 37.5475182)",,,,,,,,,,126.941883,37.5478347,126.9415761,37.5475182,POINT (126.941883 37.5478347),POINT (126.9415761 37.5475182),0.151412894
56,436835420,9987526935,0,515839506,secondary,백범로,TRUE,FALSE,30.70351481,"LINESTRING (126.941883 37.5478347, 126.9420388 37.5477584, 126.9421835 37.5476953)",,,,,,,,,,126.941883,37.5478347,126.9421835,37.5476953,POINT (126.941883 37.5478347),POINT (126.9421835 37.5476953),0.148065405
57,436835433,5235827850,0,224132974,residential,대흥로20길,FALSE,FALSE,19.02253746,"LINESTRING (126.9438697 37.5501069, 126.9440581 37.5501903)",,,,,,,,,,126.9438697,37.5501069,126.9440581,37.5501903,POINT (126.9438697 37.5501069),POINT (126.9440581 37.5501903),0.318059658
58,436835433,8477807829,0,173880286,residential,서강대길,FALSE,TRUE,39.50768189,"LINESTRING (126.9438697 37.5501069, 126.9436784 37.5500687, 126.9434351 37.5500202)",,,,,,,,,,126.9438697,37.5501069,126.9434351,37.5500202,POINT (126.9438697 37.5501069),POINT (126.9434351 37.5500202),0.516730661
59,436835433,8477807825,0,327202467,secondary,대흥로,FALSE,FALSE,32.26508254,"LINESTRING (126.9438697 37.5501069, 126.9437305 37.5499618, 126.9436529 37.5498732)",,,,,,,,,,126.9438697,37.5501069,126.9436529,37.5498732,POINT (126.9438697 37.5501069),POINT (126.9436529 37.5498732),0.927847103
60,436835433,7298467871,0,327202467,secondary,대흥로,FALSE,TRUE,277.6055205,"LINESTRING (126.9438697 37.5501069, 126.94398 37.55027, 126.9441538 37.5507695, 126.94431 37.55125, 126.94445 37.55147, 126.94455 37.5516, 126.94474 37.55179, 126.94491 37.55196, 126.94508 37.55209, 126.9453 37.55224, 126.9453201 37.5522548)",,,,,,,,,,126.9438697,37.5501069,126.9453201,37.5522548,POINT (126.9438697 37.5501069),POINT (126.9453201 37.5522548),0.426348249
61,436835466,3868066610,0,303728910,residential,독막로26길,FALSE,TRUE,13.03482752,"LINESTRING (126.9348588 37.5473932, 126.9348295 37.5472783)",,,,,,,,,,126.9348588,37.5473932,126.9348295,37.5472783,POINT (126.9348588 37.5473932),POINT (126.9348295 37.5472783),0.819299125
62,436835466,4591679953,0,515842288,secondary,독막로,FALSE,FALSE,85.73130231,"LINESTRING (126.9348588 37.5473932, 126.9358307 37.5473675)",,,,,,,,,,126.9348588,37.5473932,126.9358307,37.5473675,POINT (126.9348588 37.5473932),POINT (126.9358307 37.5473675),0.648328804
63,436835466,4591679942,0,515842288,secondary,독막로,FALSE,TRUE,3.722402972,"LINESTRING (126.9348588 37.5473932, 126.9348166 37.5473943)",,,,,,,,,,126.9348588,37.5473932,126.9348166,37.5473943,POINT (126.9348588 37.5473932),POINT (126.9348166 37.5473943),0.858748476
64,436837189,3825309972,0,516368437,tertiary,연희맛로,FALSE,FALSE,71.29701479,"LINESTRING (126.9302418 37.5672372, 126.9306736 37.5677794)",,,,,,,,,,126.9302418,37.5672372,126.9306736,37.5677794,POINT (126.9302418 37.5672372),POINT (126.9306736 37.5677794),0.964754158
65,436837189,2330771264,0,224258702,residential,연희로11길,FALSE,TRUE,73.97792953,"LINESTRING (126.9302418 37.5672372, 126.9308127 37.5669077, 126.9309257 37.5668519)",,,,,,,,,,126.9302418,37.5672372,126.9309257,37.5668519,POINT (126.9302418 37.5672372),POINT (126.9309257 37.5668519),0.192462002
66,436837189,3785057934,0,369922387,tertiary,연희맛로,FALSE,TRUE,86.4463628,"LINESTRING (126.9302418 37.5672372, 126.930189 37.5671942, 126.9298965 37.566956, 126.9297973 37.5668753, 126.929555 37.5666822)",,,,,,,,,,126.9302418,37.5672372,126.929555,37.5666822,POINT (126.9302418 37.5672372),POINT (126.929555 37.5666822),0.829451227
67,436837189,4589999127,0,516368438,residential,연희로11길,FALSE,FALSE,55.29422616,"LINESTRING (126.9302418 37.5672372, 126.9298963 37.5676234, 126.9298792 37.567643)",,,,,,,,,,126.9302418,37.5672372,126.9298792,37.567643,POINT (126.9302418 37.5672372),POINT (126.9298792 37.567643),0.198565291
68,436839884,2330782495,0,1110155154,secondary,만리재로,TRUE,FALSE,29.29886905,"LINESTRING (126.962252 37.551397, 126.9620146 37.5512126)",,,,,,,,,,126.962252,37.551397,126.9620146,37.5512126,POINT (126.962252 37.551397),POINT (126.9620146 37.5512126),0.494673587
69,436839884,3352633687,0,464240154,residential,마포대로24길,FALSE,TRUE,246.0903598,"LINESTRING (126.962252 37.551397, 126.9618411 37.5517032, 126.9618913 37.5519467, 126.9618467 37.5520751, 126.9608582 37.5528898, 126.9606333 37.5530731)",,,,,,,,,,126.962252,37.551397,126.9606333,37.5530731,POINT (126.962252 37.551397),POINT (126.9606333 37.5530731),0.809023627
70,436839896,8482774146,0,422584939,residential,만리재로31길,FALSE,FALSE,39.14296045,"LINESTRING (126.9657432 37.5541553, 126.9654465 37.5544172)",,,,,,,,,,126.9657432,37.5541553,126.9654465,37.5544172,POINT (126.9657432 37.5541553),POINT (126.9654465 37.5544172),0.757300606
71,436839896,10185125528,0,422584939,residential,만리재로31길,FALSE,TRUE,8.128814447,"LINESTRING (126.9657432 37.5541553, 126.9657944 37.5540945)",,,,,,,,,,126.9657432,37.5541553,126.9657944,37.5540945,POINT (126.9657432 37.5541553),POINT (126.9657944 37.5540945),0.161402136
72,436839896,8482774141,0,516169308,secondary,만리재로,TRUE,FALSE,50.58321562,"LINESTRING (126.9657432 37.5541553, 126.96552 37.55402, 126.9652905 37.5538758)",2,,,,,,,,,126.9657432,37.5541553,126.9652905,37.5538758,POINT (126.9657432 37.5541553),POINT (126.9652905 37.5538758),0.918131986
73,436839901,4593771263,0,464238825,residential,만리재로33길,FALSE,FALSE,48.91177247,"LINESTRING (126.9669784 37.554532, 126.9669147 37.5546578, 126.9668101 37.5549506)",,,,,,,,,,126.9669784,37.554532,126.9668101,37.5549506,POINT (126.9669784 37.554532),POINT (126.9668101 37.5549506),0.994525031
74,436839901,8382910000,0,516169308,secondary,만리재로,TRUE,FALSE,56.95655089,"LINESTRING (126.9669784 37.554532, 126.9666463 37.5544409, 126.966362 37.5543794)",2,,,,,,,,,126.9669784,37.554532,126.966362,37.5543794,POINT (126.9669784 37.554532),POINT (126.966362 37.5543794),0.659970587
75,436839905,5961230425,0,183272312,secondary,청파로,TRUE,FALSE,10.81118542,"LINESTRING (126.9691089 37.5551909, 126.9691115 37.5552784, 126.9691118 37.5552881)",,,,,,,,,,126.9691089,37.5551909,126.9691118,37.5552881,POINT (126.9691089 37.5551909),POINT (126.9691118 37.5552881),0.006954256
76,436841150,3860578465,0,371395675,residential,연세로12길,FALSE,FALSE,23.46779738,"LINESTRING (126.9394 37.55904, 126.9391339 37.5590333)",,,,,,,,,,126.9394,37.55904,126.9391339,37.5590333,POINT (126.9394 37.55904),POINT (126.9391339 37.5590333),0.978719478
77,436841150,3864845758,0,463902554,residential,명물길,FALSE,TRUE,33.22184566,"LINESTRING (126.9394 37.55904, 126.9395603 37.5587696)",,,,,,,,,,126.9394,37.55904,126.9395603,37.5587696,POINT (126.9394 37.55904),POINT (126.9395603 37.5587696),0.622751967
78,436841150,3864845156,0,371362710,tertiary,명물길,FALSE,FALSE,41.36133375,"LINESTRING (126.9394 37.55904, 126.9390747 37.558799, 126.9390572 37.558786)",,,,,,,,,,126.9394,37.55904,126.9390572,37.558786,POINT (126.9394 37.55904),POINT (126.9390572 37.558786),0.882823687
79,436841150,3864845761,0,371362710,tertiary,명물길,FALSE,TRUE,54.40003995,"LINESTRING (126.9394 37.55904, 126.939486 37.5590669, 126.939617 37.5591096, 126.9399998 37.5591207)",,,,,,,,,,126.9394,37.55904,126.9399998,37.5591207,POINT (126.9394 37.55904),POINT (126.9399998 37.5591207),0.68211886
80,436841153,3864845761,0,371362710,tertiary,명물길,FALSE,FALSE,37.49469876,"LINESTRING (126.9404251 37.5591266, 126.9399998 37.5591207)",,,,,,,,,,126.9404251,37.5591266,126.9399998,37.5591207,POINT (126.9404251 37.5591266),POINT (126.9399998 37.5591207),0.253690548
81,436841153,3310757859,0,383258717,residential,명물길,FALSE,FALSE,58.29735666,"LINESTRING (126.9404251 37.5591266, 126.9404562 37.5586029)",,,,,,,,,,126.9404251,37.5591266,126.9404562,37.5586029,POINT (126.9404251 37.5591266),POINT (126.9404562 37.5586029),0.326105219
82,436841153,3864845762,0,1178734478,secondary,신촌역로,FALSE,FALSE,38.21991646,"LINESTRING (126.9404251 37.5591266, 126.9408586 37.5591337)",,,,,,,,,,126.9404251,37.5591266,126.9408586,37.5591337,POINT (126.9404251 37.5591266),POINT (126.9408586 37.5591337),0.42627526
83,436841153,3860578462,0,1181170047,secondary,신촌역로,FALSE,TRUE,22.70659044,"LINESTRING (126.9404251 37.5591266, 126.9404233 37.5593308)",,,,,,,,,,126.9404251,37.5591266,126.9404233,37.5593308,POINT (126.9404251 37.5591266),POINT (126.9404233 37.5593308),0.867683442
84,436848861,2451940971,0,403275007,residential,북아현로18길,FALSE,FALSE,46.77328389,"LINESTRING (126.95419 37.56374, 126.9544905 37.5640867)",,,,,,,,,,126.95419,37.56374,126.9544905,37.5640867,POINT (126.95419 37.56374),POINT (126.9544905 37.5640867),0.105338524
85,436848861,436848862,0,516388933,residential,북아현로,FALSE,FALSE,36.78691387,"LINESTRING (126.95419 37.56374, 126.95389 37.56397)",,,,,,,,,,126.95419,37.56374,126.95389,37.56397,POINT (126.95419 37.56374),POINT (126.95389 37.56397),0.435092508
86,436848861,4056367770,0,516388933,residential,북아현로,FALSE,TRUE,46.18699043,"LINESTRING (126.95419 37.56374, 126.9545665 37.5634511)",,,,,,,,,,126.95419,37.56374,126.9545665,37.5634511,POINT (126.95419 37.56374),POINT (126.9545665 37.5634511),0.509138097
